4, ラb, 1500, 166
4, シb, 1500, 166
4, ラb, 1500, 166
4, ソ, 1500, 166
4, シb, 1500, 166

//18
4, ラb, 1500, 166
4, ファ, 1500, 166
4, ミb, 1500, 166
4, ド, 1500, 166
4, ソb, 1500, 0
4, ド, 1500, 333
4, ソb, 1500, 0
3, シ, 1500, 166
4, ミb, 1500, 0

level, 1.0, 1.2, 17

//19
2, ド, 1500, 333
2, ファ, 1500, 0
1, シb, 1500, 500
2, ソ, 1500, 0
2, ド, 1500, 500
2, ラb, 1500, 0

//20
2, ミb, 1500, 500
2, シb, 1500, 0
2, ラb, 1500, 500
3, ド, 1500, 0
2, ソ, 1500, 333
3, ミb, 1500, 0

//21
3, レb, 1500, 333
3, ファ, 1500, 0
3, ミb, 1500, 500
3, ソ, 1500, 0
3, ファ, 1500, 500
3, ラb, 1500, 0

//22
3, ソ, 1500, 500
3, シb, 1500, 0
3, ラb, 1500, 500
4, ド, 1500, 0
3, シb, 1500, 333
4, ミb, 1500, 0

//23
4, レb, 1500, 333
4, ファ, 1500, 0
4, ミb, 1500, 500
4, ソ, 1500, 0
4, ファ, 1500, 500
4, ラb, 1500, 0

//24
4, ソ, 1500, 500
4, シb, 1500, 0
4, ラb, 1500, 500
5, ド, 1500, 0

level, 1.1, 1.1, 1

//25
4, ド, 1500, 500
4, ファ, 1500, 0
4, ラb, 1500, 0
3, シ, 1500, 500
4, ミb, 1500, 0
4, ファ, 1500, 0

//26
3, ファ, 1500, 666
3, ソ, 1500, 166
3, ラb, 1500, 166
3, シb, 1500, 166
3, ラb, 1500, 166
3, ソ, 1500, 166
3, シb, 1500, 166

//27
3, ラb, 1500, 166
4, ファ, 1500, 166
4, ソ, 1500, 166
4, ラb, 1500, 166
4, シb, 1500, 166
4, ラb, 1500, 166
4, ソ, 1500, 166
4, シb, 1500, 166

//28
4, ラb, 1500, 166
4, ファ, 1500, 166
4, ミb, 1500, 166
4, ド, 1500, 166
4, ソb, 1500, 0
4, ド, 1500, 333
4, ソb, 1500, 0
3, シ, 1500, 166
4, ミb, 1500, 0

//29
3, ファ, 1500, 333
4, ファ, 1500, 166
4, ファ, 1500, 166
3, ファ, 1500, 166
4, ファ, 1500, 166
4, ファ, 1500, 166
3, ファ, 1500, 166
4, ファ, 1500, 166

//30
4, ファ, 1500, 166
3, ファ, 1500, 166
3, ソ, 1500, 166
3, ラb, 1500, 166
3, シb, 1500, 166
3, ラb, 1500, 166
3, ソ, 1500, 166
3, シb, 1500, 166

//31
3, ラb, 1500, 166
4, ファ, 1500, 166
4, ソ, 1500, 166
4, ラb, 1500, 166
4, シb, 1500, 166
4, ラb, 1500, 166
4, ソ, 1500, 166
4, ド, 1500, 166

//32
4, ド, 1500, 166
4, ファ, 1500, 0
4, ミ, 1500, 166
3, ラb, 1500, 166
4, ファ, 1500, 0
4, ソ, 1500, 166
3, シb, 1500, 166
4, ミ#, 1500, 0
4, ラb, 1500, 0
4, ソ, 1500, 166
4, ド, 1500, 166
4, ミ, 1500, 0
4, ラb, 1500, 0
4, シb, 1500, 166

//33
4, レb, 3000, 166
5, ド, 1500, 166
4, シ, 1500, 166
5, ド, 1500, 166
4, シb, 1500, 166
4, ラb, 1500, 166
4, ファ, 1500, 166
4, ソ, 1500, 166

//34
4, ラb, 1500, 166
3, レb, 1500, 333
3, ミb, 1500, 333
3, レb, 1500, 333
3, ファ, 1500, 0

//35
3, ファ, 1500, 333
3, ラb, 1500, 0
3, ミb, 1500, 333
3, ソ, 1500, 0
3, ファ, 1500, 166
3, ラb, 1500, 0
3, ソ, 1500, 333
3, シb, 1500, 0
3, ラb, 1500, 166
4, ド, 1500, 0
3, シb, 1500, 166
4, レb, 1500, 0

//36
4, ド, 1500, 166
4, ミb, 1500, 0
3, シb, 1500, 333
4, レb, 1500, 0
4, ド, 1500, 166
4, ミb, 1500, 0
4, レb, 1500, 333
4, ファ, 1500, 0
4, ミb, 1500, 166
4, ソ, 1500, 0
4, ファ, 1500, 166
4, ラb, 1500, 0

//37
4, ファ, 1500, 166
4, シb, 1500, 0
4, ラb, 1500, 166
4, ミ, 1500, 166
4, ファ, 1500, 166
4, ソ, 1500, 166
4, ファ, 1500, 166
4, ミb, 1500, 166
4, レb, 1500, 166

//38
4, ファ, 1500, 166
3, シb, 1500, 166
4, ド, 1500, 166
4, レb, 1500, 166
4, ミb, 1500, 166
4, レb, 1500, 166
4, ファ, 1500, 166
4, レb, 1500, 166

//39
3, シb, 1500, 166
4, レb, 1500, 0
3, ファ, 1500, 500
4, ド, 1500, 0
3, レb, 1500, 500
4, シb, 1500, 0

//40
3, レb, 1500, 500
4, シb, 1500, 0
3, ファ, 1500, 166
4, ド, 1500, 0
3, シb, 1500, 166
4, レb, 1500, 0
4, ド, 1500, 166
4, ミb, 1500, 0
4, レb, 1500, 166
4, ファ, 1500, 0
4, ミb, 1500, 166
4, ソ, 1500, 0
4, ファ, 1500, 166
4, ミb, 1500, 0

//41

//42
3, ラb, 1500, 1498
4, ド, 1500, 0
3, ファ, 1500, 666
3, シb, 1500, 0

//43
3, レb, 1500, 666
3, ラb, 1500, 0

level, 0.8, 1.1, 7

//44
3, ファ, 1500, 1498
3, ラb, 1500, 0
4, レb, 1500, 0
4, ファ, 1500, 0
3, ファ, 1500, 166
3, ラb, 1500, 0
4, レb, 1500, 0
4, ファ, 1500, 0
3, ファ, 1500, 166
3, ラb, 1500, 0
4, レb, 1500, 0
4, ファ, 1500, 0
3, ファ, 1500, 166
3, ラb, 1500, 0
4, レb, 1500, 0
4, ファ, 1500, 0
3, ファ, 1500, 166
3, ラb, 1500, 0
4, レb, 1500, 0
4, ファ, 1500, 0
3, ファ, 1500, 166
3, ラb, 1500, 0
4, レb, 1500, 0
4, ファ, 1500, 0
3, ファ, 1500, 166
3, ラb, 1500, 0
4, レb, 1500, 0
4, ファ, 1500, 0

level, 1.1, 1.1, 1

//45

//46
3, ソ, 1500, 1498
3, シb, 1500, 0
2, シb, 1500, 666
3, ソ, 1500, 0

//47
3, ファ, 1500, 666
3, ラb, 1500, 0

//48
3, ド, 1500, 1332
3, ラb, 1500, 0
3, ド, 1500, 666
3, ソ, 1500, 0

//49
3, レb, 1500, 666
3, ラb, 1500, 0

//50
3, ファ, 1500, 1332
3, ド, 1500, 0
3, レb, 1500, 666
3, ラb, 1500, 0

//51
3, ミb, 1500, 666
3, ソ, 1500, 0

level, 0.8, 1.1, 7

//52
3, レb, 1500, 1498
3, ソ, 1500, 0
3, シb, 1500, 0
3, レb, 1500, 166
3, ソ, 1500, 0
3, シb, 1500, 0
3, レb, 1500, 166
3, ソ, 1500, 0
3, シb, 1500, 0
3, レb, 1500, 166
3, ソ, 1500, 0
3, シb, 1500, 0
3, レb, 1500, 166
3, ソ, 1500, 0
3, シb, 1500, 0
3, レb, 1500, 166
3, ソ, 1500, 0
3, シb, 1500, 0
3, レb, 1500, 166
3, ソ, 1500, 0
3, シb, 1500, 0

level, 1.1, 1.1, 1

//53
4, ド, 1500, 166
4, ファ, 1500, 0
4, ド, 1500, 333
4, ファ, 1500, 0
4, ド, 1500, 333
4, ファ, 1500, 0

//54
4, ファ, 1500, 500
4, ド, 1500, 166
4, ミb, 1500, 166
4, ソb, 1500, 166
4, ファ, 1500, 166
4, ミb, 1500, 166
4, ソb, 1500, 166

//55
4, ド, 1500, 166
4, ファ, 1500, 0
4, ド, 1500, 333
4, ファ, 1500, 0
4, ド, 1500, 333
4, ファ, 1500, 0

level, 0.9, 1.1, 4

//56
3, ソ, 1500, 500
3, ラb, 1500, 0
4, ド, 1500, 166
4, ミb, 1500, 0
3, シ, 1500, 333
4, ミb, 1500, 0
3, シb, 1500, 333
4, ミb, 1500, 0

level, 1.1, 1.1, 1

//57
3, ラb, 1500, 333
4, ド, 1500, 0
4, ファ, 1500, 0
4, ド, 1500, 500
4, ファ, 1500, 0
4, ド, 1500, 500
4, ファ, 1500, 0

//58
3, ファ, 1500, 500
4, ド, 1500, 0
3, ファ, 1500, 166
4, ド, 1500, 0
3, ファ, 1500, 166
4, ド, 1500, 0
3, シb, 1500, 166
4, ミb, 1500, 0
3, ラb, 1500, 333
4, ド, 1500, 0

//59
3, ソ, 1500, 333
3, シb, 1500, 0
3, ファ, 1500, 333
3, ラb, 1500, 0
3, ミ, 1500, 333
3, ソ, 1500, 0
3, ド, 1500, 333
3, ファ, 1500, 0

level, 0.9, 1.1, 4

//60
3, ラb, 1500, 500
4, ド, 1500, 0
3, ソb, 1500, 166
3, シb, 1500, 0
4, ド, 1500, 0
4, ミb, 1500, 0
3, ラb, 1500, 333
4, ミb, 1500, 0
3, ソb, 1500, 333
4, ソb, 1500, 0

level, 1.1, 1.1, 1

//61
3, ファ, 3000, 333
4, ド, 3000, 0
4, ファ, 3000, 0






reset
level, 0.8, 0.8, 1

//1
1, ソ, 1500, 0
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0

//2
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ラb, 1500, 333
2, ミb, 1500, 0

//3
1, ソ, 1500, 333
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0

//4
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 333
2, ファ, 1500, 0
1, ソ, 1500, 333
2, ファ, 1500, 0

//5
1, ソ, 1500, 0
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0

//6
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ラb, 1500, 333
2, ミb, 1500, 0

//7
1, ソ, 1500, 333
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0

//8
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 333
2, ファ, 1500, 0
1, ソ, 1500, 333
2, ファ, 1500, 0

//9
1, ファ, 1500, 333
1, ド, 1500, 0
1, ファ, 1500, 166
1, ド, 1500, 0
1, ファ, 1500, 166
1, ド, 1500, 0
1, ファ, 1500, 166
1, ド, 1500, 0
1, ファ, 1500, 166
1, ド, 1500, 0
1, ファ, 1500, 166
1, ド, 1500, 0
1, ファ, 1500, 166
1, ド, 1500, 0
1, ファ, 1500, 166
1, ド, 1500, 0

//10
1, ファ, 1500, 166
1, ド, 1500, 0
1, ファ, 1500, 166
2, ド, 1500, 0
1, ファ, 1500, 166
2, ド, 1500, 0
1, ファ, 1500, 166
2, ド, 1500, 0
1, ファ, 1500, 166
2, ド, 1500, 0
1, ファ, 1500, 166
2, ド, 1500, 0
1, ソ, 1500, 166
2, ミb, 1500, 0
1, ソ, 1500, 166
2, ミb, 1500, 0

//11
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0

//12
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, ド, 1500, 166
2, ラb, 1500, 0
2, ド, 1500, 166
2, ラb, 1500, 0

//13
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0

//14
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シ, 1500, 0
2, ド, 1500, 166
2, シb, 1500, 0
2, ド, 1500, 166
2, シb, 1500, 0

//15
1, ソ, 1500, 0
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0

//16
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ラb, 1500, 333
2, ミb, 1500, 0

//17
1, ソ, 1500, 0
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0

//18
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 333
2, ファ, 1500, 0
1, ソ, 1500, 333
2, ファ, 1500, 0

//19
1, ファ, 1500, 333
1, ド, 1500, 0
1, ファ, 1500, 166
1, ド, 1500, 0
1, ファ, 1500, 166
1, ド, 1500, 0
1, ファ, 1500, 166
1, ド, 1500, 0
1, ファ, 1500, 166
1, ド, 1500, 0
1, ファ, 1500, 166
1, ド, 1500, 0
1, ファ, 1500, 166
1, ド, 1500, 0
1, ファ, 1500, 166
1, ド, 1500, 0

//20
1, ファ, 1500, 166
1, ド, 1500, 0
1, ファ, 1500, 166
2, ド, 1500, 0
1, ファ, 1500, 166
2, ド, 1500, 0
1, ファ, 1500, 166
2, ド, 1500, 0
1, ファ, 1500, 166
2, ド, 1500, 0
1, ファ, 1500, 166
2, ド, 1500, 0
1, ソ, 1500, 166
2, ミb, 1500, 0
1, ソ, 1500, 166
2, ミb, 1500, 0

//21
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0

//22
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, ド, 1500, 166
2, ラb, 1500, 0
2, ド, 1500, 166
2, ラb, 1500, 0

//23
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0

//24
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
2, ド, 1500, 166
2, シb, 1500, 0
2, ド, 1500, 166
2, シb, 1500, 0

//25
1, ソ, 1500, 0
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0

//26
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ラb, 1500, 333
2, ミb, 1500, 0

//27
1, ソ, 1500, 0
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0

//28
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 333
2, ファ, 1500, 0
1, ソ, 1500, 333
2, ファ, 1500, 0

//29
1, ソ, 1500, 0
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0

//30
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ラb, 1500, 333
2, ミb, 1500, 0

//31
1, ソ, 1500, 0
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0

//32
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 166
2, ファ, 1500, 0
1, ソ, 1500, 333
2, ファ, 1500, 0
1, ソ, 1500, 333
2, ファ, 1500, 0

//33
2, レb, 1500, 333
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0

//34
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, ミb, 1500, 166
2, ラb, 1500, 0
2, ファ, 1500, 166
2, ラb, 1500, 0
2, ラb, 1500, 166

//35
2, レb, 1500, 333
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0

//36
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, レb, 1500, 166
2, ラb, 1500, 0
2, ミb, 1500, 166
2, ラb, 1500, 0
2, ファ, 1500, 166
2, ラb, 1500, 0
1, ラb, 1500, 166
2, ラb, 1500, 0

//37
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0

//38
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
2, ド, 1500, 166
2, シb, 1500, 0
2, レb, 1500, 166
2, シb, 1500, 0
2, ファ, 1500, 166
2, シb, 1500, 0

//39
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0

//40
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
1, シb, 1500, 166
2, シb, 1500, 0
2, ド, 1500, 166
2, シb, 1500, 0
2, レb, 1500, 166
2, シb, 1500, 0
2, ファ, 1500, 166
2, シb, 1500, 0

//41
1, ファ, 1500, 166
2, ファ, 1500, 0

//42
1, ファ, 1500, 2331
2, ファ, 1500, 0

//43
1, レb, 1500, 333
2, レb, 1500, 0

//44
1, レb, 1500, 2331
2, レb, 1500, 0

//45
1, ミb, 1500, 333
2, ミb, 1500, 0

//46
1, ミb, 1500, 2331
2, ミb, 1500, 0

//47
1, ファ, 1500, 166
2, ファ, 1500, 0

//48
1, ファ, 1500, 2331
2, ファ, 1500, 0

//49
1, レb, 1500, 333
2, レb, 1500, 0

//50
1, レb, 1500, 2331
2, レb, 1500, 0

//51
